id,run_id,step_key,type,status,attempt,worker_id,started_at,ended_at,latency_ms,input_json,output_json,error_json
71c25c83-4df6-4fbd-a1a3-0c21c1520508,b7930231-c2b5-42fb-a5b0-226885325b1f,pattern_gen,rendering,failed,1,w_7,2025-10-02 05:21:43.733957+00:00,2025-10-01 14:21:54.739800+00:00,5447,"{""param1"": 10, ""param2"": ""b""}",,"{""code"": ""TIMEOUT"", ""message"": ""Error 222""}"
0800522b-0b2e-46cd-a0f7-80069c9dec34,ce7f7e17-9a6d-4465-ac58-93fd6acca787,fabric_sim,simulation,compensating,2,w_16,2025-10-15 02:51:49.921650+00:00,2025-10-01 13:07:07.468051+00:00,5139,"{""param1"": 24, ""param2"": ""c""}","{""result"": 733}",
1a9ef4d1-8962-4f3c-93a6-2db9ce133544,d249d2ad-1b32-40b7-b11a-6f8f86d94441,trend_pred,generation,succeeded,2,w_8,2025-10-09 07:40:04.540855+00:00,2025-10-01 13:47:58.611411+00:00,1137,"{""param1"": 52, ""param2"": ""a""}","{""result"": 754}",
b59eeec4-ce71-4cf1-b72f-4c019456bd66,5ff532be-84b0-4e23-a03a-adb6217c3e07,price_calc,generation,running,1,w_10,2025-10-05 20:40:39.346874+00:00,,4734,"{""param1"": 38, ""param2"": ""c""}",,
57c7b5d6-b360-4a0f-aac7-6f91e4c65244,5145ba76-a1a6-4b7d-a45c-051602f26d13,ar_tryon,prediction,succeeded,3,w_14,2025-10-06 16:06:13.431572+00:00,2025-10-01 12:25:32.843285+00:00,2967,"{""param1"": 93, ""param2"": ""a""}","{""result"": 485}",
1208907e-c1e0-4738-8600-236fd5c40e71,e89d92d7-f8af-4fd5-8308-4f0571b7c0dc,fabric_sim,generation,pending,1,w_11,2025-10-02 13:02:58.803369+00:00,,7579,"{""param1"": 10, ""param2"": ""a""}",,
4e3fa81e-4b6f-4aa2-862c-3e54627cfd48,ee3b9b8e-a3f8-4c18-86c8-560e4b8599c1,price_calc,calculation,skipped,3,w_2,2025-10-15 19:27:24.829739+00:00,2025-10-01 12:01:56.253427+00:00,5849,"{""param1"": 75, ""param2"": ""a""}",,
8d2f8fcc-14ee-4894-b1f4-7d4db755275a,14e3cea8-283c-46d6-a101-2211890f392b,fabric_sim,calculation,pending,2,w_12,2025-10-02 09:38:10.514604+00:00,,9334,"{""param1"": 58, ""param2"": ""c""}",,
f2d16849-4bf6-4fc2-b331-4d0bbd3538cb,65976183-452b-416c-baee-bfeb10a7c262,pattern_gen,simulation,retrying,2,w_20,2025-10-11 01:16:19.020402+00:00,,8167,"{""param1"": 50, ""param2"": ""b""}",,"{""code"": ""DOWNSTREAM_429"", ""message"": ""Error 230""}"
28e3b5e4-17a3-4583-93c8-d34e18997cdd,d1e75e1a-1611-4814-9ada-b96bd6b5077f,trend_pred,prediction,succeeded,2,w_20,2025-10-07 21:17:01.348828+00:00,2025-10-01 13:00:07.741032+00:00,6942,"{""param1"": 12, ""param2"": ""a""}","{""result"": 244}",
651cf02f-2c78-449f-9303-c03a46158a89,787f2ca7-70e5-43bd-a44f-b0caff7b538b,fabric_sim,generation,succeeded,3,w_13,2025-10-15 05:44:45.504566+00:00,2025-10-01 13:35:51.344174+00:00,8466,"{""param1"": 16, ""param2"": ""b""}","{""result"": 939}",
7b17c4f1-9d8d-4102-bebc-4e655e95b7b4,004c6c66-64aa-4290-b1fc-1f7231bca020,trend_pred,simulation,pending,1,w_15,2025-10-05 08:07:43.709416+00:00,,7405,"{""param1"": 85, ""param2"": ""c""}",,
041f3e4c-ee49-4c8f-88af-08a470689a6a,dbdf8105-9874-49b1-9ff6-729b674372e3,fabric_sim,rendering,failed,3,w_12,2025-10-09 07:47:18.028295+00:00,2025-10-01 13:12:57.012735+00:00,6515,"{""param1"": 91, ""param2"": ""a""}",,"{""code"": ""WORKER_FAIL"", ""message"": ""Error 234""}"
72ec560e-aad0-424d-96a4-6eca8f3106d4,582a2896-e708-4852-a163-28d54396bf9d,pattern_gen,rendering,succeeded,2,w_13,2025-10-08 17:43:22.690157+00:00,2025-10-01 14:08:13.628466+00:00,9051,"{""param1"": 65, ""param2"": ""a""}","{""result"": 905}",
b34209e9-e478-4eb4-9751-c738fc706590,e6c42b02-8ff3-47b8-b4dc-7d28e93bf09c,pattern_gen,generation,running,2,w_8,2025-10-11 12:33:26.953813+00:00,,3019,"{""param1"": 22, ""param2"": ""c""}",,
751d55cf-a1f0-44bd-8729-97953ff834f2,fad54d7a-4cb9-4001-8c2e-5a1669b5d2b3,price_calc,generation,compensating,1,w_16,2025-10-02 18:10:59.238112+00:00,2025-10-01 13:02:29.581594+00:00,7174,"{""param1"": 84, ""param2"": ""c""}","{""result"": 19}",
dab44928-e252-4d1e-890a-056561dc3277,bc8e50c5-a04c-412e-bca4-d80dfc3b4a82,pattern_gen,generation,succeeded,3,w_3,2025-10-04 16:01:56.294672+00:00,2025-10-01 12:44:47.064306+00:00,8092,"{""param1"": 14, ""param2"": ""a""}","{""result"": 396}",
780d7a23-ad1f-48c1-b37b-5aa0b224aa23,7dcc10ea-e30c-4523-87ba-cd5fb5315ff0,trend_pred,calculation,succeeded,2,w_13,2025-10-04 21:35:04.008730+00:00,2025-10-01 14:11:54.660562+00:00,3849,"{""param1"": 19, ""param2"": ""b""}","{""result"": 667}",
92c76183-b1c4-4a03-969c-01879d694578,9091c615-dbac-42d3-a273-704a95fdc00a,pattern_gen,generation,succeeded,3,w_12,2025-10-12 02:46:45.124052+00:00,2025-10-01 12:58:34.771687+00:00,2192,"{""param1"": 4, ""param2"": ""a""}","{""result"": 229}",
51beb56a-6cc6-481b-b67b-963d5027f7f0,95f48f66-4c1c-4e57-b07b-e64303862035,fabric_sim,rendering,running,3,w_19,2025-10-04 04:27:54.598260+00:00,,3355,"{""param1"": 43, ""param2"": ""a""}",,
c0ad9486-e5cb-4ce8-b7b5-223fd3eb8e09,2d18523a-d926-45f4-a507-eef64a255d87,pattern_gen,generation,compensating,1,w_2,2025-10-09 20:31:33.290192+00:00,2025-10-01 12:38:49.757525+00:00,3506,"{""param1"": 66, ""param2"": ""c""}","{""result"": 368}",
f928c4a1-8729-4898-969b-bc7f6149a0ea,2fd98bf3-4f61-4572-bc58-e0127b48661b,trend_pred,prediction,succeeded,1,w_1,2025-10-04 18:38:26.125335+00:00,2025-10-01 12:14:03.791704+00:00,1333,"{""param1"": 45, ""param2"": ""a""}","{""result"": 58}",
1ed15441-0fe6-4527-9693-55fddfb1fe30,80d1ebee-c677-4430-bfac-fe97f6069299,fabric_sim,rendering,pending,2,w_8,2025-10-13 15:42:58.135558+00:00,,3562,"{""param1"": 50, ""param2"": ""a""}",,
0f8ebd49-f7d1-40d1-8efb-0761c575848d,7850a0d8-8cfd-4463-bca6-ca17ac95ff4e,price_calc,prediction,succeeded,1,w_9,2025-10-15 03:09:40.860679+00:00,2025-10-01 13:54:14.196441+00:00,2795,"{""param1"": 95, ""param2"": ""c""}","{""result"": 281}",
a3d9603a-b5f3-432f-ae8d-cb029195057c,e48e3f34-3d6c-4099-8913-6519ca889b38,price_calc,rendering,failed,3,w_8,2025-10-08 22:19:57.441790+00:00,2025-10-01 13:58:48.790221+00:00,1253,"{""param1"": 6, ""param2"": ""c""}",,"{""code"": ""TIMEOUT"", ""message"": ""Error 246""}"
0ab31516-9f99-4792-9885-3966aaf22238,1e067f9a-b28e-4022-83ae-3650f067821c,price_calc,simulation,succeeded,1,w_17,2025-10-06 15:01:31.957739+00:00,2025-10-01 12:04:47.692850+00:00,4657,"{""param1"": 67, ""param2"": ""c""}","{""result"": 557}",
9da3ac50-73ea-4f41-8800-217c13bb6cb8,56abacb8-e2c7-438c-bdf6-a36f4377ea01,fabric_sim,rendering,failed,3,w_9,2025-10-05 02:42:44.031569+00:00,2025-10-01 12:51:38.697970+00:00,8502,"{""param1"": 97, ""param2"": ""c""}",,"{""code"": ""TIMEOUT"", ""message"": ""Error 248""}"
60e76b9b-e1a3-428d-a413-8c8db7a57c70,1f229988-3290-4146-ae6d-5fb875832f03,price_calc,rendering,pending,2,w_6,2025-10-02 10:35:31.205098+00:00,,4237,"{""param1"": 13, ""param2"": ""a""}",,
e23430c6-4a34-4ff8-9104-5f5e20f78184,b2b7571a-bf0b-4116-a053-171cd858cb4b,pattern_gen,prediction,running,3,w_15,2025-10-05 07:17:14.634663+00:00,,4331,"{""param1"": 64, ""param2"": ""a""}",,
93d248a5-db67-483e-b3be-7443524fb3ea,f7134a36-81b2-443d-86e2-9f3e2534a189,fabric_sim,prediction,retrying,1,w_13,2025-10-10 20:28:21.077292+00:00,,2027,"{""param1"": 80, ""param2"": ""a""}",,"{""code"": ""DOWNSTREAM_429"", ""message"": ""Error 251""}"
fc1edaca-c9c1-4a9c-9eca-0dec18964032,25cde5c5-4933-4c9c-97b0-7b8c004b06a7,fabric_sim,rendering,pending,1,w_12,2025-10-09 00:25:43.976407+00:00,,3166,"{""param1"": 48, ""param2"": ""a""}",,
6275b324-bafa-4375-9530-7f581b4a43f4,372a2e7c-7b64-4f1c-873b-3707545bd912,fabric_sim,rendering,retrying,2,w_13,2025-10-14 19:29:12.747624+00:00,,1469,"{""param1"": 4, ""param2"": ""c""}",,"{""code"": ""TIMEOUT"", ""message"": ""Error 253""}"
da7977d3-75ff-4a6e-8d61-d44d9895157e,184ab463-1708-487c-ad3d-4fb1074bf74c,ar_tryon,calculation,pending,1,w_7,2025-10-07 01:14:06.912447+00:00,,8660,"{""param1"": 73, ""param2"": ""a""}",,
33e8269d-49f0-42a0-85a4-bc2c6159e61e,1a025fd3-a79e-45d5-8abc-480423a2bfff,trend_pred,simulation,retrying,2,w_18,2025-10-11 07:18:49.824000+00:00,,8905,"{""param1"": 37, ""param2"": ""a""}",,"{""code"": ""WORKER_FAIL"", ""message"": ""Error 255""}"
f8d70a10-0cef-4b6a-a077-63924db144c1,f69c36f2-f70d-4005-af7f-d2015dfd9937,ar_tryon,simulation,succeeded,2,w_14,2025-10-08 12:22:40.121039+00:00,2025-10-01 13:47:58.932568+00:00,6983,"{""param1"": 24, ""param2"": ""a""}","{""result"": 102}",
b509ec83-8ef6-456e-8ae2-480634596162,f6482d98-2d40-4406-9371-4059da83fd10,ar_tryon,generation,failed,1,w_11,2025-10-08 22:41:03.227119+00:00,2025-10-01 14:16:16.739162+00:00,2093,"{""param1"": 51, ""param2"": ""a""}",,"{""code"": ""TIMEOUT"", ""message"": ""Error 257""}"
12c7834c-616b-4845-8078-7f5ecc2e0db9,ba08b2b8-f0e0-43d7-9e14-cc6c4d61162e,ar_tryon,rendering,running,3,w_14,2025-10-05 17:00:12.586468+00:00,,5789,"{""param1"": 29, ""param2"": ""c""}",,
8e2599bb-4a5a-4371-8b91-868911b43dc0,80d1ebee-c677-4430-bfac-fe97f6069299,trend_pred,rendering,pending,2,w_17,2025-10-08 03:20:50.580333+00:00,,3912,"{""param1"": 40, ""param2"": ""c""}",,
7627ac23-6bd9-44b5-9732-8afef77a918e,b6a83de3-5269-47bd-8230-66af441d99f8,ar_tryon,rendering,running,3,w_2,2025-10-08 10:39:03.605374+00:00,,6489,"{""param1"": 50, ""param2"": ""c""}",,
54866c11-1d8a-4fe8-b1f3-1d22428b7b9b,787f2ca7-70e5-43bd-a44f-b0caff7b538b,price_calc,rendering,running,1,w_19,2025-10-11 13:43:26.444652+00:00,,1180,"{""param1"": 36, ""param2"": ""c""}",,
8f6b8352-a282-4fa4-8287-3e7576bd802a,1b89d27a-381b-499c-852f-d1b1101bc1c8,fabric_sim,simulation,succeeded,3,w_16,2025-10-15 01:04:28.593298+00:00,2025-10-01 12:54:24.349972+00:00,5142,"{""param1"": 60, ""param2"": ""b""}","{""result"": 48}",
f35fd592-2bbd-42a7-b1b1-ba7ad33fc4ea,294057fa-f304-422b-8668-aeac036aedce,fabric_sim,prediction,succeeded,3,w_10,2025-10-06 10:05:51.267072+00:00,2025-10-01 14:05:34.541647+00:00,4623,"{""param1"": 20, ""param2"": ""a""}","{""result"": 562}",
09a67482-8f27-4c99-9257-706b73934d39,f65809ed-83ae-4300-9f43-b8d01f0e6450,pattern_gen,calculation,succeeded,3,w_8,2025-10-02 07:41:48.788169+00:00,2025-10-01 12:56:41.744312+00:00,5729,"{""param1"": 18, ""param2"": ""a""}","{""result"": 593}",
b41e0740-08b4-4837-ac77-b52e8ffd4d9b,0a77ce83-3b6f-4b24-93fd-1fd2795d9db7,price_calc,prediction,retrying,3,w_5,2025-10-08 13:04:49.395745+00:00,,6259,"{""param1"": 19, ""param2"": ""c""}",,"{""code"": ""TIMEOUT"", ""message"": ""Error 265""}"
0c22d1e1-49d7-4f8c-9c8a-a4deed16d36b,5f1d07fc-c9ea-4798-b66d-4ff295fc92fa,trend_pred,prediction,failed,1,w_7,2025-10-09 06:34:53.394593+00:00,2025-10-01 12:25:50.833579+00:00,9029,"{""param1"": 26, ""param2"": ""a""}",,"{""code"": ""WORKER_FAIL"", ""message"": ""Error 266""}"
0ed27c13-2fa5-48ae-a2ea-92fe9611d85b,32dbf6c0-7ea2-4c47-97e9-a5630e6d3eef,fabric_sim,simulation,failed,1,w_13,2025-10-04 04:02:50.561624+00:00,2025-10-01 12:00:29.774682+00:00,5684,"{""param1"": 29, ""param2"": ""c""}",,"{""code"": ""TIMEOUT"", ""message"": ""Error 267""}"
a40e349d-2289-403d-996f-b65f1841840e,d8161dad-222e-468c-9105-8155618ef584,ar_tryon,calculation,succeeded,3,w_16,2025-10-12 08:37:43.620965+00:00,2025-10-01 12:47:32.764040+00:00,8854,"{""param1"": 63, ""param2"": ""b""}","{""result"": 812}",
f916b90a-c2c2-4ca6-b587-18fb85ac55bd,fe93a5e9-3255-4301-a30d-c50f50d70067,pattern_gen,rendering,succeeded,1,w_5,2025-10-15 17:36:31.748823+00:00,2025-10-01 12:54:30.024438+00:00,4632,"{""param1"": 83, ""param2"": ""b""}","{""result"": 59}",
24730d2b-bdb6-4fbd-9773-1df5dcfd3d8f,c678a50d-c0da-44eb-a9f0-104949d810be,pattern_gen,simulation,succeeded,1,w_16,2025-10-14 20:35:54.197423+00:00,2025-10-01 14:16:05.815450+00:00,6973,"{""param1"": 48, ""param2"": ""b""}","{""result"": 161}",
5ef9a07d-d4b3-488a-9d34-d5e96be8d4e5,f2650155-df7c-4b24-aa15-2cac7150290a,fabric_sim,simulation,retrying,2,w_15,2025-10-04 07:06:16.203138+00:00,,7417,"{""param1"": 18, ""param2"": ""b""}",,"{""code"": ""TIMEOUT"", ""message"": ""Error 271""}"
02cb2a1a-7eb4-4437-bb38-6aa2e595cc5a,0926d426-6497-4301-b3a4-8b5a867d5771,price_calc,calculation,running,1,w_9,2025-10-14 01:11:39.233489+00:00,,2562,"{""param1"": 27, ""param2"": ""b""}",,
a8a9e861-9957-46e6-bdb1-218a9182a18e,c4bd921d-cf3a-4a92-b5d6-6103c239a21e,pattern_gen,generation,pending,3,w_12,2025-10-11 19:20:32.898900+00:00,,2413,"{""param1"": 70, ""param2"": ""c""}",,
c44a6d59-8e1d-4228-89ca-f881e47782ba,193cbe1a-fc64-44cd-988b-661feea2ce67,fabric_sim,simulation,failed,1,w_8,2025-10-08 00:52:09.529653+00:00,2025-10-01 12:29:40.446981+00:00,7504,"{""param1"": 6, ""param2"": ""c""}",,"{""code"": ""TIMEOUT"", ""message"": ""Error 274""}"
2d8858ad-df73-4c72-a384-70e3fca26026,275712d4-8648-4d8b-8609-6fe0c32423ff,price_calc,prediction,running,1,w_13,2025-10-09 09:25:04.188401+00:00,,2017,"{""param1"": 94, ""param2"": ""b""}",,
2533f537-891a-4580-8b67-25f02095b93f,55f95a90-7cc7-4163-93f1-99a70bf1d7f4,fabric_sim,prediction,retrying,1,w_5,2025-10-13 12:14:33.396937+00:00,,4654,"{""param1"": 85, ""param2"": ""a""}",,"{""code"": ""TIMEOUT"", ""message"": ""Error 276""}"
a0abe9e8-49fb-476b-acb3-ddcb4f726a28,c210cf73-c258-433a-afce-061b032895ea,fabric_sim,rendering,retrying,1,w_14,2025-10-08 12:01:37.210003+00:00,,7842,"{""param1"": 18, ""param2"": ""c""}",,"{""code"": ""DOWNSTREAM_429"", ""message"": ""Error 277""}"
4609c685-adf3-4eff-9726-32e40efc94c6,71799ccf-5b93-4135-b217-ec6c384793fd,price_calc,simulation,pending,2,w_16,2025-10-07 02:50:21.052427+00:00,,9949,"{""param1"": 23, ""param2"": ""a""}",,
021e189b-fe7c-4a4e-9e99-88be3c922f92,581a8e97-3946-4c9c-b77c-54c9b6854ac9,price_calc,rendering,running,3,w_11,2025-10-08 20:08:07.932631+00:00,,7098,"{""param1"": 7, ""param2"": ""b""}",,
ffcbad74-cd31-41df-80db-23163527c50b,5095bb7b-1360-4269-ad61-e81cbfd63f79,price_calc,simulation,succeeded,3,w_20,2025-10-09 15:50:56.557371+00:00,2025-10-01 12:55:02.473317+00:00,9812,"{""param1"": 20, ""param2"": ""a""}","{""result"": 103}",
21179a7b-f2be-4b44-a968-a36abadfa25b,276aaa93-c89e-4501-a979-2c2919978c5d,fabric_sim,calculation,failed,1,w_12,2025-10-04 07:48:23.709114+00:00,2025-10-01 12:03:37.331682+00:00,4584,"{""param1"": 18, ""param2"": ""b""}",,"{""code"": ""DOWNSTREAM_429"", ""message"": ""Error 281""}"
0d6076c5-bd2c-4edd-bae0-bbc5fcade918,7759feb9-ee38-4088-9d06-6c86b0fd17e8,pattern_gen,simulation,running,1,w_15,2025-10-14 10:22:50.630423+00:00,,1181,"{""param1"": 33, ""param2"": ""c""}",,
7f21b56a-3c01-40f1-b526-db009819df56,8fd71db5-50ae-4eb2-ba38-60a909b3a9cd,trend_pred,generation,failed,2,w_12,2025-10-10 22:56:36.561206+00:00,2025-10-01 13:49:56.983311+00:00,7829,"{""param1"": 35, ""param2"": ""c""}",,"{""code"": ""WORKER_FAIL"", ""message"": ""Error 283""}"
e7b3e901-3809-42e6-b203-3265892f7e5e,5d2e32d9-893e-489a-8a52-ca2ef4632d09,trend_pred,prediction,succeeded,1,w_9,2025-10-10 17:03:56.659058+00:00,2025-10-01 14:11:46.820281+00:00,3667,"{""param1"": 65, ""param2"": ""c""}","{""result"": 846}",
ddde14a0-4c32-416b-b640-59f5c3b4dd9e,fa640546-2990-42df-a2da-2e0d0b1f18da,fabric_sim,calculation,succeeded,2,w_1,2025-10-03 03:46:01.698925+00:00,2025-10-01 12:34:14.770392+00:00,7173,"{""param1"": 85, ""param2"": ""c""}","{""result"": 412}",
66008694-3059-421e-b415-1ed782371138,be7e4966-3cb2-4a8a-b743-66962d61c758,fabric_sim,prediction,pending,3,w_3,2025-10-10 02:27:54.858876+00:00,,6421,"{""param1"": 41, ""param2"": ""b""}",,
82111e19-e4e4-48c2-a9c1-75ff4f2de3af,d06c208d-1049-41a4-bf12-1b4b40a4c46f,pattern_gen,rendering,retrying,3,w_12,2025-10-03 14:25:07.089310+00:00,,3364,"{""param1"": 30, ""param2"": ""b""}",,"{""code"": ""TIMEOUT"", ""message"": ""Error 287""}"
37c59ef5-d58f-4c26-8b98-1342ddfec054,337aca36-5d5c-4829-8cd2-478621bc311c,price_calc,calculation,running,2,w_20,2025-10-02 17:55:22.898687+00:00,,6516,"{""param1"": 35, ""param2"": ""b""}",,
d05bff11-a9e1-4749-b976-72f6bacc09d9,36477f82-ff13-4135-9dfd-7f2f40c9073e,fabric_sim,generation,retrying,3,w_13,2025-10-09 09:04:24.389365+00:00,,4305,"{""param1"": 46, ""param2"": ""b""}",,"{""code"": ""WORKER_FAIL"", ""message"": ""Error 289""}"
321eef4f-1b81-4494-b7cd-bc534eb1204b,1f6ba4e0-b731-4ec7-80d5-5f2182c9f77a,ar_tryon,prediction,succeeded,1,w_6,2025-10-07 13:07:56.574153+00:00,2025-10-01 13:01:46.517756+00:00,3215,"{""param1"": 68, ""param2"": ""a""}","{""result"": 786}",
6ee8146f-735d-4ad2-8a8f-a8acc97e00cd,484c4b2a-b3fb-4287-adf0-7149a90af9ab,price_calc,simulation,succeeded,1,w_10,2025-10-10 02:20:09.660441+00:00,2025-10-01 12:17:35.053049+00:00,1125,"{""param1"": 85, ""param2"": ""a""}","{""result"": 183}",
52946ebc-9098-489e-9d28-d56d0fbe7e19,ea8ea2f0-ff35-459d-876e-a2f30e198003,fabric_sim,simulation,retrying,2,w_10,2025-10-02 18:42:53.348986+00:00,,3620,"{""param1"": 73, ""param2"": ""a""}",,"{""code"": ""DOWNSTREAM_429"", ""message"": ""Error 292""}"
4d1c3f77-dbde-48b8-8583-a06de9a18bfe,ca588cce-1f04-4543-bae2-f99780036ad8,ar_tryon,simulation,retrying,3,w_16,2025-10-07 23:39:43.320890+00:00,,5215,"{""param1"": 29, ""param2"": ""a""}",,"{""code"": ""TIMEOUT"", ""message"": ""Error 293""}"
d588a8f7-692d-44f1-bbb1-34b48bee2a42,193cbe1a-fc64-44cd-988b-661feea2ce67,pattern_gen,calculation,succeeded,3,w_1,2025-10-04 08:12:32.399727+00:00,2025-10-01 13:05:47.058118+00:00,2451,"{""param1"": 56, ""param2"": ""b""}","{""result"": 417}",
165345af-69ca-4769-bd5e-88edfa0718bf,da83dc78-9eaa-4aac-91e5-223c670758f6,ar_tryon,generation,running,2,w_16,2025-10-15 10:24:50.147359+00:00,,6547,"{""param1"": 62, ""param2"": ""c""}",,
cffb9c44-7561-4c4e-9d68-670f33542fbf,12b76bd6-e874-4398-b94f-c547da41fc08,fabric_sim,generation,retrying,2,w_4,2025-10-09 13:15:12.418395+00:00,,7703,"{""param1"": 30, ""param2"": ""a""}",,"{""code"": ""TIMEOUT"", ""message"": ""Error 296""}"
b57a004d-4d43-4a50-8627-405c6a8252bf,b7930231-c2b5-42fb-a5b0-226885325b1f,trend_pred,generation,succeeded,3,w_6,2025-10-11 06:12:08.510024+00:00,2025-10-01 12:19:12.078886+00:00,8369,"{""param1"": 69, ""param2"": ""c""}","{""result"": 116}",
fb55aad0-04f9-4e35-9902-4aa32d7c9d92,3bfeae0b-23c0-4051-9851-d36ea90ba348,fabric_sim,prediction,running,2,w_19,2025-10-06 13:09:12.724991+00:00,,4130,"{""param1"": 62, ""param2"": ""b""}",,
61c7da17-e684-4289-9784-8e54696f3526,b038074e-c9df-4491-a2fd-730807fc95f4,trend_pred,calculation,compensating,1,w_2,2025-10-03 06:04:57.477733+00:00,2025-10-01 13:15:21.730992+00:00,1696,"{""param1"": 31, ""param2"": ""a""}","{""result"": 874}",
09523228-010c-4d62-b30d-0605900bcf38,8fd71db5-50ae-4eb2-ba38-60a909b3a9cd,pattern_gen,simulation,running,3,w_18,2025-10-15 15:03:19.128699+00:00,,3270,"{""param1"": 17, ""param2"": ""a""}",,
03eae812-b933-470e-b44a-2dd1c358fe09,d2b3bbdd-2579-42ff-aa5f-7199a7dfb7c7,pattern_gen,prediction,pending,2,w_10,2025-10-05 21:38:53.976210+00:00,,9501,"{""param1"": 49, ""param2"": ""c""}",,
b57aa1c7-9012-42bb-9e6e-254257beb12a,722fb143-e552-47b0-824b-1ee1427da200,price_calc,generation,pending,2,w_4,2025-10-07 15:52:32.624800+00:00,,4411,"{""param1"": 26, ""param2"": ""a""}",,
b21682bc-ac62-43a6-a75b-7c15859f07f6,2e37fc59-18c3-4633-b5a7-5fa23b2fa3ab,price_calc,simulation,failed,2,w_1,2025-10-10 16:49:10.159283+00:00,2025-10-01 13:45:47.134429+00:00,4718,"{""param1"": 38, ""param2"": ""b""}",,"{""code"": ""DOWNSTREAM_429"", ""message"": ""Error 303""}"
8b18b8cd-c00d-4f91-90ae-4909d130fb71,6e84a5d9-3a77-4b15-8225-a6cd2fd794ec,trend_pred,calculation,failed,3,w_15,2025-10-01 22:47:42.914060+00:00,2025-10-01 13:19:40.881574+00:00,7717,"{""param1"": 85, ""param2"": ""a""}",,"{""code"": ""TIMEOUT"", ""message"": ""Error 304""}"
2471d544-215d-4c87-831e-915c06a2a58e,0dbc2587-50e8-4d0a-ab30-e0b489289016,trend_pred,rendering,succeeded,1,w_10,2025-10-12 22:04:02.143323+00:00,2025-10-01 12:35:18.697157+00:00,5920,"{""param1"": 45, ""param2"": ""b""}","{""result"": 399}",
a3bf328e-54ca-446c-82ee-32ccd132564b,86ef6326-4b41-43dc-a750-e147ebc79d70,pattern_gen,generation,succeeded,1,w_18,2025-10-09 06:51:00.239232+00:00,2025-10-01 12:50:56.797314+00:00,3044,"{""param1"": 39, ""param2"": ""a""}","{""result"": 957}",
05b907ed-d600-4c67-a536-42f8a49a47e8,b5c32603-b80b-4bc3-8858-830bd5bfbce7,ar_tryon,generation,succeeded,3,w_16,2025-10-05 20:31:14.063266+00:00,2025-10-01 13:31:57.268454+00:00,2116,"{""param1"": 78, ""param2"": ""b""}","{""result"": 779}",
e419c518-6f0a-445b-a1cb-c4084ebdb987,ee3b9b8e-a3f8-4c18-86c8-560e4b8599c1,trend_pred,generation,failed,2,w_13,2025-10-02 20:36:06.695636+00:00,2025-10-01 13:24:55.486810+00:00,2156,"{""param1"": 68, ""param2"": ""a""}",,"{""code"": ""TIMEOUT"", ""message"": ""Error 308""}"
0975f8f1-519e-41a4-bb5f-a9e466e07587,d1d0a093-5903-45c8-951a-3196e0b90e51,trend_pred,generation,pending,3,w_15,2025-10-03 22:02:49.434720+00:00,,1988,"{""param1"": 39, ""param2"": ""a""}",,
0dc9d8aa-7f85-43c9-aac4-8e6058a52c61,f94fa186-044d-4659-9459-7d5d8a1ee039,ar_tryon,simulation,compensating,3,w_2,2025-10-14 09:05:56.943810+00:00,2025-10-01 12:19:41.734169+00:00,6587,"{""param1"": 68, ""param2"": ""c""}","{""result"": 676}",
de10350b-032c-42ac-9dab-9e4c9f4bb765,12d0e45b-f088-4f9c-9ebc-175794feaa3d,price_calc,calculation,running,2,w_20,2025-10-11 09:40:09.535547+00:00,,2828,"{""param1"": 8, ""param2"": ""a""}",,
e5e3fc3b-3c9c-46fa-8851-fb5b3439d71b,3b5bfc43-0b59-40d4-a515-7000d26b1378,price_calc,prediction,skipped,3,w_4,2025-10-05 05:50:03.162741+00:00,2025-10-01 14:01:40.363452+00:00,8872,"{""param1"": 36, ""param2"": ""b""}",,
3f78e60d-2215-4d17-b642-b9a5f2f63455,35c49b93-7399-4482-8c57-6753a0d43a5e,trend_pred,simulation,running,1,w_1,2025-10-02 18:01:51.890691+00:00,,7088,"{""param1"": 86, ""param2"": ""b""}",,
71e123da-2e1a-4c60-ae9d-f7544ed13267,df5afbea-5acf-4f42-9d42-5121146fd5cd,price_calc,calculation,retrying,3,w_7,2025-10-11 08:30:11.164283+00:00,,3345,"{""param1"": 73, ""param2"": ""c""}",,"{""code"": ""DOWNSTREAM_429"", ""message"": ""Error 314""}"
89ce7b94-6fa6-4eb8-aba8-a40e8c97fa01,c977de8e-ea54-48dc-918f-b30ba7eea334,price_calc,prediction,running,2,w_11,2025-10-09 23:39:46.127615+00:00,,4005,"{""param1"": 46, ""param2"": ""c""}",,
d02ae3d3-8c75-4eb9-a806-41f7a544ebde,2a3c53d4-1dfb-47d3-9225-21b2a0a8c00b,price_calc,generation,pending,3,w_10,2025-10-07 12:23:02.207870+00:00,,5435,"{""param1"": 38, ""param2"": ""a""}",,
5d1d6571-fc3f-4aac-9717-cc1f04d31307,07642ed5-024a-4362-8a50-459cc7bc3fab,pattern_gen,calculation,retrying,1,w_1,2025-10-06 23:13:25.896114+00:00,,7628,"{""param1"": 18, ""param2"": ""b""}",,"{""code"": ""WORKER_FAIL"", ""message"": ""Error 317""}"
c004477b-9c53-4fe2-932c-44689b9ffe64,372a2e7c-7b64-4f1c-873b-3707545bd912,fabric_sim,generation,retrying,3,w_11,2025-10-04 15:45:31.182668+00:00,,1076,"{""param1"": 91, ""param2"": ""c""}",,"{""code"": ""WORKER_FAIL"", ""message"": ""Error 318""}"
