step_id,latency_ms,queue_time,attempt,parallel_group_id,workflow,tenant,version,risk,sla_ms,critical_path_ms,started_at,sla_breach_risk
step_2921,4407,342,0,4,sustainability_audit,GlobalFactory,v2.0,ok,8595,5820,2025-10-19 01:36:13,1
step_2922,436,74,1,13,designer_collection,EcoWear,v3.0,at_risk,13180,10412,2025-10-02 06:46:46,0
step_2923,478,349,0,16,retail_storefront,TrendyRetail,v3.0,ok,8526,7402,2025-10-19 00:09:27,0
step_2924,533,120,0,45,designer_collection,GlobalFactory,v2.0,watch,13241,8514,2025-10-18 12:12:46,0
step_2925,596,346,3,16,production_forecast,GlobalFactory,v2.0,watch,11863,9398,2025-10-12 08:54:22,0
step_2926,460,247,1,32,production_forecast,TrendyRetail,v2.0,ok,9029,6076,2025-09-17 00:41:32,1
step_2927,581,639,0,47,production_forecast,GlobalFactory,v2.0,ok,12123,6768,2025-09-24 06:31:30,0
step_2928,1509,314,0,19,designer_collection,GlobalFactory,v3.0,ok,10948,7197,2025-09-22 05:21:31,0
step_2929,996,855,0,14,retail_storefront,AcmeFashion,v2.0,breach,9676,7227,2025-09-02 04:53:29,0
step_2930,918,502,1,49,retail_storefront,EcoWear,v2.0,ok,11629,8762,2025-09-20 01:26:42,0
step_2931,363,1763,1,40,designer_collection,AcmeFashion,v1.0,at_risk,14585,8981,2025-10-18 22:04:51,0
step_2932,268,66,0,47,production_forecast,LuxDesign,v2.0,breach,11912,7926,2025-09-01 23:42:54,0
step_2933,975,814,1,13,production_forecast,AcmeFashion,v1.0,ok,11028,8973,2025-09-04 11:05:51,1
step_2934,923,781,1,32,production_forecast,LuxDesign,v2.0,ok,12551,9678,2025-10-13 00:43:04,0
step_2935,1401,2105,0,4,designer_collection,EcoWear,v2.0,ok,11218,7837,2025-09-08 18:40:34,1
step_2936,327,325,1,42,retail_storefront,TrendyRetail,v3.0,ok,11790,8142,2025-10-13 17:41:57,0
step_2937,425,255,0,46,retail_storefront,AcmeFashion,v2.0,at_risk,8765,7945,2025-10-11 15:52:45,0
step_2938,158,132,2,5,production_forecast,GlobalFactory,v1.0,ok,10521,9137,2025-09-08 05:29:23,0
step_2939,379,215,0,0,retail_storefront,EcoWear,v2.0,ok,8141,5053,2025-09-01 00:53:09,0
step_2940,1004,487,2,1,sustainability_audit,TrendyRetail,v2.0,watch,9831,2514,2025-09-30 02:40:12,0
step_2941,360,1272,0,28,sustainability_audit,TrendyRetail,v2.0,ok,13032,6618,2025-10-05 16:08:34,0
step_2942,782,234,0,5,production_forecast,AcmeFashion,v1.0,ok,14351,7836,2025-10-05 21:41:24,0
step_2943,437,120,0,28,production_forecast,TrendyRetail,v1.0,ok,14582,10023,2025-10-07 20:05:22,0
step_2944,627,222,0,10,production_forecast,TrendyRetail,v1.0,ok,9589,7599,2025-09-11 09:36:46,0
step_2945,223,74,3,45,production_forecast,AcmeFashion,v1.0,ok,16956,12960,2025-09-11 13:43:17,0
step_2946,530,1829,0,16,production_forecast,LuxDesign,v3.0,ok,13603,8162,2025-09-24 10:49:55,0
step_2947,100,1442,0,19,retail_storefront,LuxDesign,v1.0,breach,12037,7561,2025-10-19 17:00:57,0
step_2948,438,258,1,10,sustainability_audit,GlobalFactory,v2.0,ok,10498,7175,2025-10-05 03:34:04,0
step_2949,159,198,0,0,designer_collection,TrendyRetail,v2.0,ok,8251,5592,2025-09-22 15:52:04,0
step_2950,1163,1650,0,19,designer_collection,TrendyRetail,v1.0,ok,10496,6612,2025-10-04 21:31:14,0
step_2951,861,1,2,36,designer_collection,AcmeFashion,v1.0,watch,10998,11533,2025-09-28 20:27:58,1
step_2952,693,642,2,48,retail_storefront,TrendyRetail,v3.0,ok,9702,7262,2025-10-19 17:21:50,0
step_2953,1449,1733,0,0,production_forecast,GlobalFactory,v3.0,ok,10060,5404,2025-09-16 17:40:13,0
step_2954,257,497,1,38,production_forecast,GlobalFactory,v3.0,breach,10938,7647,2025-09-09 06:06:52,1
step_2955,1698,2,1,5,production_forecast,LuxDesign,v2.0,ok,12052,7787,2025-10-03 15:24:56,0
step_2956,960,172,1,39,retail_storefront,TrendyRetail,v2.0,ok,10151,6688,2025-09-15 14:06:36,1
step_2957,423,1789,2,9,production_forecast,AcmeFashion,v1.0,ok,10559,6056,2025-10-13 23:40:08,0
step_2958,1107,12,0,0,production_forecast,EcoWear,v2.0,ok,10426,6033,2025-09-24 17:45:12,0
step_2959,230,351,0,26,designer_collection,LuxDesign,v2.0,watch,15401,7881,2025-09-27 05:56:05,0
step_2960,280,1091,2,44,production_forecast,AcmeFashion,v2.0,ok,10150,6744,2025-10-06 18:00:55,0
step_2961,326,1274,2,0,designer_collection,EcoWear,v1.0,ok,13868,9746,2025-10-07 07:14:43,0
step_2962,345,454,1,0,retail_storefront,LuxDesign,v1.0,ok,10043,6164,2025-09-09 05:02:31,0
step_2963,238,185,1,43,retail_storefront,LuxDesign,v1.0,ok,6269,5738,2025-10-02 06:33:34,0
step_2964,1177,640,2,32,designer_collection,EcoWear,v1.0,watch,17568,12232,2025-10-02 20:00:08,0
step_2965,417,214,0,39,designer_collection,LuxDesign,v2.0,watch,14957,10532,2025-10-05 06:50:24,1
step_2966,639,206,2,0,designer_collection,AcmeFashion,v2.0,ok,17433,12560,2025-09-22 12:02:43,0
step_2967,4982,1153,0,44,designer_collection,AcmeFashion,v3.0,ok,14120,9833,2025-09-15 05:19:12,1
step_2968,139,117,3,14,retail_storefront,AcmeFashion,v2.0,watch,10109,7157,2025-10-13 18:32:27,0
step_2969,604,3,0,44,sustainability_audit,AcmeFashion,v2.0,watch,11149,5713,2025-09-06 18:34:49,0
step_2970,131,287,0,0,production_forecast,AcmeFashion,v2.0,watch,9949,8641,2025-10-19 08:01:00,0
step_2971,476,472,0,43,designer_collection,LuxDesign,v1.0,ok,9956,4939,2025-09-26 15:30:23,1
step_2972,191,854,0,30,production_forecast,LuxDesign,v2.0,watch,15609,12303,2025-09-20 00:44:22,0
step_2973,2009,1063,2,23,retail_storefront,GlobalFactory,v2.0,ok,9429,7114,2025-09-27 03:12:16,1
step_2974,946,762,4,0,sustainability_audit,LuxDesign,v1.0,ok,10278,6378,2025-09-28 20:57:14,0
step_2975,538,689,0,31,designer_collection,TrendyRetail,v3.0,ok,13130,9776,2025-09-16 07:20:52,0
step_2976,1211,767,1,25,production_forecast,AcmeFashion,v1.0,ok,10484,6903,2025-10-09 00:53:20,0
step_2977,276,221,2,33,production_forecast,EcoWear,v2.0,at_risk,13120,10660,2025-09-29 10:44:06,1
step_2978,731,337,1,33,production_forecast,TrendyRetail,v2.0,ok,10780,6470,2025-09-20 07:53:16,0
step_2979,575,670,0,16,production_forecast,AcmeFashion,v2.0,ok,18745,13098,2025-10-03 11:19:28,0
step_2980,601,47,0,1,production_forecast,LuxDesign,v1.0,ok,6807,3649,2025-10-13 14:04:26,0
step_2981,1218,245,1,45,designer_collection,TrendyRetail,v2.0,ok,10397,5821,2025-09-06 09:33:58,0
step_2982,4453,365,2,46,designer_collection,EcoWear,v2.0,ok,14584,10037,2025-10-02 02:56:08,1
step_2983,611,533,1,1,production_forecast,LuxDesign,v3.0,watch,7545,7375,2025-09-15 09:04:32,1
step_2984,156,466,0,27,retail_storefront,LuxDesign,v2.0,ok,10393,8003,2025-09-30 07:47:24,0
step_2985,255,886,0,1,designer_collection,GlobalFactory,v2.0,ok,11202,7620,2025-10-18 20:25:11,0
step_2986,458,448,1,42,retail_storefront,AcmeFashion,v2.0,ok,9766,6669,2025-09-15 22:14:47,0
step_2987,533,1641,0,0,designer_collection,GlobalFactory,v2.0,watch,14906,8038,2025-10-12 17:41:28,0
step_2988,226,334,1,50,designer_collection,GlobalFactory,v1.0,ok,12349,7365,2025-10-01 21:14:44,0
step_2989,2704,521,1,26,sustainability_audit,LuxDesign,v1.0,ok,8498,4788,2025-09-01 23:30:14,1
step_2990,1445,2,1,0,production_forecast,LuxDesign,v2.0,ok,13241,9507,2025-09-19 15:53:38,0
step_2991,762,260,1,43,retail_storefront,AcmeFashion,v2.0,at_risk,10467,8792,2025-09-27 13:51:39,0
step_2992,525,1409,1,31,production_forecast,LuxDesign,v2.0,ok,7962,5337,2025-10-15 22:59:35,0
step_2993,430,284,0,32,designer_collection,GlobalFactory,v2.0,ok,10394,7591,2025-09-20 06:12:40,0
step_2994,256,204,1,5,production_forecast,EcoWear,v2.0,ok,10815,7626,2025-09-11 14:48:57,0
step_2995,527,548,0,9,production_forecast,AcmeFashion,v1.0,at_risk,12691,9102,2025-09-13 11:48:10,0
step_2996,598,57,1,45,retail_storefront,GlobalFactory,v3.0,ok,9743,6839,2025-09-28 13:54:09,0
step_2997,209,530,0,28,production_forecast,TrendyRetail,v2.0,watch,13103,9758,2025-09-01 23:34:09,0
step_2998,631,253,0,0,retail_storefront,EcoWear,v3.0,ok,10141,6037,2025-09-26 13:23:59,0
step_2999,4476,338,1,8,retail_storefront,GlobalFactory,v2.0,watch,8644,7381,2025-10-12 22:45:49,0
step_3000,131,1097,1,25,retail_storefront,LuxDesign,v1.0,ok,10114,5480,2025-09-19 12:47:06,0
step_3001,273,759,2,0,production_forecast,LuxDesign,v2.0,at_risk,12604,6467,2025-09-09 06:32:13,1
step_3002,374,413,0,0,designer_collection,AcmeFashion,v2.0,watch,11557,8375,2025-09-22 00:41:38,0
step_3003,1874,603,0,0,retail_storefront,EcoWear,v1.0,ok,7796,5345,2025-09-11 09:19:49,0
step_3004,738,1019,2,27,designer_collection,AcmeFashion,v2.0,ok,12472,8240,2025-09-21 14:01:00,0
step_3005,196,958,2,8,designer_collection,GlobalFactory,v3.0,ok,9820,6281,2025-10-04 18:45:30,0
step_3006,702,143,4,11,designer_collection,LuxDesign,v1.0,at_risk,15597,11905,2025-09-22 09:51:30,0
step_3007,169,250,0,0,designer_collection,GlobalFactory,v1.0,at_risk,14733,9053,2025-09-27 10:08:41,0
step_3008,1066,299,0,34,production_forecast,LuxDesign,v2.0,ok,10485,5835,2025-10-02 03:38:54,0
step_3009,359,145,2,36,sustainability_audit,TrendyRetail,v3.0,ok,10913,8417,2025-09-30 09:56:03,0
step_3010,468,8,0,40,designer_collection,GlobalFactory,v2.0,at_risk,11788,9452,2025-09-21 23:37:44,0
step_3011,1264,133,1,29,retail_storefront,LuxDesign,v2.0,watch,13007,7899,2025-09-18 07:09:57,0
step_3012,203,1156,0,36,designer_collection,TrendyRetail,v2.0,ok,8135,7595,2025-09-24 08:57:48,0
step_3013,4259,552,1,24,production_forecast,EcoWear,v1.0,ok,11428,7599,2025-09-07 02:22:50,1
step_3014,4156,292,1,19,retail_storefront,TrendyRetail,v3.0,watch,8094,5131,2025-10-17 23:09:57,0
step_3015,1034,656,2,4,retail_storefront,GlobalFactory,v3.0,watch,10845,7864,2025-09-16 11:14:02,0
step_3016,172,942,1,0,designer_collection,TrendyRetail,v3.0,ok,7480,5358,2025-10-04 19:34:26,0
step_3017,100,306,3,6,designer_collection,AcmeFashion,v2.0,at_risk,12789,10168,2025-09-12 13:57:50,0
step_3018,364,439,0,31,sustainability_audit,EcoWear,v2.0,ok,13877,13274,2025-10-03 05:49:05,1
step_3019,735,46,1,46,designer_collection,TrendyRetail,v3.0,ok,10690,5950,2025-10-12 19:05:01,0
step_3020,1158,636,1,4,designer_collection,AcmeFashion,v3.0,ok,8381,5315,2025-09-27 11:25:28,0
step_3021,361,308,0,30,production_forecast,EcoWear,v2.0,at_risk,12451,8193,2025-09-28 16:05:03,1
step_3022,374,397,0,18,retail_storefront,LuxDesign,v2.0,ok,9367,9449,2025-10-10 06:48:10,1
step_3023,1121,384,2,27,production_forecast,EcoWear,v2.0,ok,13075,6643,2025-09-30 01:04:15,0
step_3024,135,700,0,0,production_forecast,GlobalFactory,v1.0,ok,13418,9134,2025-10-06 08:08:43,0
step_3025,380,594,0,0,production_forecast,EcoWear,v2.0,ok,13269,10080,2025-09-10 09:22:24,0
step_3026,571,383,0,2,retail_storefront,TrendyRetail,v1.0,ok,9948,8591,2025-09-14 12:54:32,0
step_3027,684,11,4,44,designer_collection,TrendyRetail,v1.0,ok,16377,10975,2025-10-07 06:17:54,0
step_3028,349,679,2,0,designer_collection,EcoWear,v2.0,at_risk,13906,11638,2025-09-02 11:06:18,0
step_3029,512,1481,0,24,designer_collection,EcoWear,v3.0,ok,10263,5933,2025-09-24 03:14:30,0
step_3030,100,1027,1,46,designer_collection,EcoWear,v2.0,watch,10439,6614,2025-09-29 18:14:51,0
step_3031,315,2797,2,29,designer_collection,LuxDesign,v2.0,ok,15130,7928,2025-10-11 05:00:59,0
step_3032,686,104,0,18,retail_storefront,EcoWear,v2.0,ok,11337,9173,2025-09-25 15:21:28,0
step_3033,251,176,3,12,retail_storefront,TrendyRetail,v2.0,ok,8557,4643,2025-10-03 09:09:14,0
step_3034,521,542,0,27,retail_storefront,TrendyRetail,v2.0,at_risk,9284,6191,2025-09-14 17:32:14,0
step_3035,4532,188,0,18,designer_collection,AcmeFashion,v2.0,ok,11846,10488,2025-09-17 20:19:42,1
step_3036,393,24,4,32,production_forecast,AcmeFashion,v1.0,ok,12804,7509,2025-10-19 09:45:54,1
step_3037,563,360,0,27,production_forecast,GlobalFactory,v1.0,at_risk,10509,9108,2025-09-03 15:04:49,0
step_3038,254,237,0,23,retail_storefront,LuxDesign,v2.0,ok,12629,10417,2025-09-04 12:30:52,0
step_3039,4149,214,1,48,sustainability_audit,EcoWear,v2.0,watch,10723,7336,2025-09-07 19:59:31,1
step_3040,766,2142,1,40,retail_storefront,AcmeFashion,v2.0,ok,12726,8821,2025-09-08 08:25:12,0
step_3041,558,190,0,26,production_forecast,TrendyRetail,v2.0,watch,8477,5021,2025-09-20 18:32:58,1
step_3042,331,97,0,22,production_forecast,GlobalFactory,v2.0,ok,14300,9863,2025-10-09 17:57:23,1
step_3043,584,93,0,33,retail_storefront,GlobalFactory,v3.0,at_risk,12339,7673,2025-10-07 14:51:09,0
step_3044,824,1149,1,38,designer_collection,EcoWear,v2.0,ok,12180,10968,2025-10-03 21:40:06,1
step_3045,119,878,0,6,designer_collection,TrendyRetail,v2.0,ok,10739,7719,2025-10-18 17:57:42,0
step_3046,4373,97,1,30,designer_collection,LuxDesign,v2.0,ok,15125,12108,2025-09-07 11:52:01,0
step_3047,395,173,0,0,retail_storefront,AcmeFashion,v2.0,at_risk,9083,5312,2025-10-09 04:35:04,0
step_3048,4206,963,0,15,designer_collection,TrendyRetail,v1.0,ok,11987,10428,2025-10-16 21:32:35,1
step_3049,1155,224,0,47,designer_collection,TrendyRetail,v3.0,at_risk,13212,10560,2025-09-19 11:01:04,0
step_3050,191,2794,2,8,designer_collection,LuxDesign,v2.0,ok,9274,7193,2025-09-09 11:14:59,1
step_3051,304,544,1,0,production_forecast,TrendyRetail,v2.0,ok,10598,8330,2025-10-02 01:50:00,0
step_3052,408,149,2,0,production_forecast,GlobalFactory,v1.0,ok,8972,6358,2025-09-28 12:03:40,0
step_3053,288,1370,0,13,retail_storefront,GlobalFactory,v2.0,ok,6887,5935,2025-09-18 14:41:46,1
step_3054,1684,269,0,2,production_forecast,GlobalFactory,v2.0,at_risk,15584,12057,2025-10-18 10:47:04,0
step_3055,274,238,1,15,sustainability_audit,LuxDesign,v1.0,ok,8689,6977,2025-10-11 04:59:34,0
step_3056,338,277,1,33,designer_collection,EcoWear,v2.0,watch,13497,10368,2025-10-06 04:52:13,0
step_3057,576,1023,0,44,production_forecast,GlobalFactory,v1.0,watch,15607,11212,2025-09-16 03:17:47,0
step_3058,215,133,2,0,production_forecast,EcoWear,v1.0,breach,9606,4423,2025-09-13 08:49:41,0
step_3059,379,336,0,36,designer_collection,GlobalFactory,v2.0,ok,8975,6057,2025-09-02 11:09:12,0
step_3060,624,21,0,0,designer_collection,TrendyRetail,v2.0,ok,16228,10162,2025-10-07 20:34:03,0
step_3061,396,1226,1,12,designer_collection,AcmeFashion,v1.0,ok,9764,4841,2025-10-03 11:31:54,0
step_3062,468,291,2,50,retail_storefront,LuxDesign,v2.0,ok,9178,7017,2025-09-22 02:29:30,0
step_3063,345,199,3,0,designer_collection,LuxDesign,v2.0,ok,10631,9918,2025-09-24 14:18:27,1
step_3064,173,607,1,0,designer_collection,LuxDesign,v2.0,watch,12371,5267,2025-09-11 23:21:58,0
step_3065,626,854,1,9,production_forecast,AcmeFashion,v2.0,ok,6993,3509,2025-09-18 19:01:02,0
step_3066,1707,1173,0,47,production_forecast,LuxDesign,v2.0,ok,12368,8628,2025-10-04 14:39:57,1
step_3067,506,299,2,0,designer_collection,GlobalFactory,v3.0,ok,13116,9916,2025-09-15 00:00:44,0
step_3068,585,1171,0,2,sustainability_audit,LuxDesign,v3.0,watch,11730,7734,2025-10-01 11:44:27,0
step_3069,812,437,2,26,designer_collection,GlobalFactory,v1.0,at_risk,14027,10625,2025-09-16 08:40:56,1
step_3070,205,74,0,3,designer_collection,AcmeFashion,v1.0,watch,13089,11006,2025-10-15 21:00:57,1
step_3071,1646,1310,1,0,designer_collection,LuxDesign,v2.0,ok,11266,8298,2025-09-19 23:16:34,0
step_3072,576,555,0,0,designer_collection,AcmeFashion,v2.0,watch,12140,9101,2025-09-06 14:10:09,1
step_3073,1566,645,1,23,designer_collection,TrendyRetail,v1.0,ok,10435,4949,2025-09-05 06:20:30,0
step_3074,299,1940,0,23,production_forecast,GlobalFactory,v2.0,watch,11426,4634,2025-10-10 14:58:25,0
step_3075,1785,573,0,32,retail_storefront,EcoWear,v2.0,ok,8419,5002,2025-09-26 05:53:01,0
step_3076,860,3,1,0,production_forecast,EcoWear,v2.0,ok,11301,8003,2025-09-09 08:58:36,0
step_3077,736,1431,0,19,designer_collection,EcoWear,v3.0,watch,10943,8021,2025-09-11 00:28:59,0
step_3078,588,234,0,26,sustainability_audit,AcmeFashion,v2.0,ok,8364,6192,2025-09-22 01:39:24,0
step_3079,420,487,0,2,designer_collection,LuxDesign,v2.0,watch,14520,9301,2025-09-28 14:16:31,1
step_3080,1158,160,2,22,production_forecast,TrendyRetail,v2.0,watch,12744,9442,2025-09-14 22:55:25,0
step_3081,4181,246,0,32,designer_collection,GlobalFactory,v3.0,ok,12136,8411,2025-09-30 14:20:26,1
step_3082,126,812,0,50,designer_collection,GlobalFactory,v1.0,breach,7817,5631,2025-10-16 21:56:32,1
step_3083,228,392,0,25,production_forecast,LuxDesign,v3.0,ok,9066,6582,2025-09-30 05:23:29,0
step_3084,439,690,0,42,production_forecast,AcmeFashion,v2.0,breach,10830,6722,2025-09-22 08:46:33,0
step_3085,621,1214,0,40,production_forecast,LuxDesign,v2.0,ok,12040,7826,2025-10-07 17:43:03,0
step_3086,480,291,0,47,sustainability_audit,LuxDesign,v2.0,ok,10979,10551,2025-09-11 23:21:50,1
step_3087,1173,588,2,33,designer_collection,GlobalFactory,v1.0,watch,12556,9939,2025-09-13 18:17:55,0
step_3088,127,1052,0,1,retail_storefront,LuxDesign,v2.0,ok,10061,6675,2025-09-09 17:09:04,0
step_3089,552,878,1,7,designer_collection,AcmeFashion,v2.0,ok,11483,8198,2025-10-17 20:06:09,0
step_3090,140,543,0,37,production_forecast,AcmeFashion,v3.0,breach,9617,6238,2025-10-18 18:25:34,0
step_3091,4190,338,0,21,designer_collection,EcoWear,v1.0,ok,15973,11435,2025-10-15 01:19:21,0
step_3092,468,366,0,4,sustainability_audit,EcoWear,v2.0,ok,12065,8711,2025-10-12 14:50:33,0
step_3093,670,397,0,29,retail_storefront,AcmeFashion,v2.0,ok,11165,6872,2025-09-28 07:32:27,0
step_3094,273,300,0,45,production_forecast,TrendyRetail,v2.0,ok,8504,6502,2025-09-11 09:37:57,0
step_3095,1224,840,0,10,sustainability_audit,GlobalFactory,v3.0,at_risk,7634,5632,2025-09-29 05:46:17,1
step_3096,1036,93,1,25,retail_storefront,AcmeFashion,v2.0,at_risk,9935,6131,2025-10-04 18:28:38,1
step_3097,752,2397,0,24,sustainability_audit,TrendyRetail,v1.0,ok,8973,7509,2025-10-15 01:50:59,1
step_3098,456,1056,0,0,retail_storefront,TrendyRetail,v2.0,watch,7721,4459,2025-10-12 08:56:35,0
step_3099,750,247,0,0,designer_collection,GlobalFactory,v1.0,ok,12250,7116,2025-09-23 22:32:31,0
step_3100,304,30,1,44,production_forecast,EcoWear,v2.0,ok,6855,6008,2025-09-09 07:35:03,0
step_3101,910,869,1,46,sustainability_audit,AcmeFashion,v2.0,ok,9817,5450,2025-10-10 00:59:52,1
step_3102,1586,927,1,45,designer_collection,TrendyRetail,v2.0,ok,13222,10067,2025-10-16 15:03:53,0
step_3103,1057,2319,0,13,retail_storefront,GlobalFactory,v3.0,ok,10954,10361,2025-09-25 14:43:07,1
step_3104,300,204,4,6,designer_collection,TrendyRetail,v3.0,ok,7667,6993,2025-10-14 10:46:26,0
step_3105,643,60,0,47,production_forecast,LuxDesign,v1.0,watch,6924,4070,2025-09-09 07:29:39,1
step_3106,202,1726,2,43,designer_collection,EcoWear,v2.0,breach,11489,7072,2025-09-28 17:29:05,1
step_3107,746,209,1,39,designer_collection,AcmeFashion,v3.0,ok,10485,8758,2025-10-05 15:33:09,0
step_3108,685,894,1,9,retail_storefront,LuxDesign,v2.0,ok,7565,5637,2025-09-15 17:15:14,0
step_3109,135,43,0,28,designer_collection,GlobalFactory,v1.0,at_risk,6834,2340,2025-09-29 07:38:53,0
step_3110,4657,1000,2,35,designer_collection,GlobalFactory,v2.0,ok,9882,7902,2025-10-08 17:46:05,1
step_3111,410,95,0,24,production_forecast,TrendyRetail,v1.0,at_risk,10775,7208,2025-10-02 12:32:16,0
step_3112,405,832,0,26,sustainability_audit,GlobalFactory,v2.0,ok,9527,6849,2025-09-02 05:59:38,0
step_3113,214,532,0,35,designer_collection,LuxDesign,v3.0,ok,9112,6652,2025-09-05 11:16:26,0
step_3114,656,2178,0,36,designer_collection,TrendyRetail,v1.0,ok,9593,7207,2025-09-14 03:34:16,0
step_3115,596,26,0,3,designer_collection,GlobalFactory,v2.0,ok,11181,11011,2025-10-15 23:12:19,1
step_3116,436,241,0,12,designer_collection,AcmeFashion,v2.0,watch,10009,9338,2025-10-02 23:31:14,1
step_3117,294,50,0,37,production_forecast,LuxDesign,v3.0,at_risk,11709,6001,2025-09-30 13:40:02,0
step_3118,1041,1479,2,4,sustainability_audit,LuxDesign,v2.0,ok,11118,8513,2025-10-13 19:59:36,0
step_3119,1593,630,0,45,production_forecast,LuxDesign,v1.0,ok,11997,6050,2025-09-14 23:44:46,0
step_3120,356,535,2,40,designer_collection,AcmeFashion,v1.0,ok,9374,8558,2025-09-02 05:28:26,1
step_3121,325,98,0,44,retail_storefront,EcoWear,v1.0,ok,10667,9174,2025-10-04 01:13:33,0
step_3122,705,470,0,7,designer_collection,GlobalFactory,v1.0,at_risk,12861,7922,2025-10-05 00:21:35,0
step_3123,389,356,0,0,designer_collection,AcmeFashion,v2.0,ok,15566,10697,2025-09-24 20:58:57,0
step_3124,453,265,0,0,production_forecast,TrendyRetail,v2.0,breach,15343,12052,2025-10-10 09:57:08,0
step_3125,839,1035,0,23,designer_collection,EcoWear,v1.0,watch,14976,10215,2025-09-10 00:01:59,0
step_3126,131,44,1,7,designer_collection,AcmeFashion,v2.0,watch,10901,6794,2025-09-05 22:53:12,1
step_3127,1258,728,1,4,designer_collection,EcoWear,v1.0,ok,10147,7170,2025-09-25 00:23:51,0
step_3128,526,1212,1,2,sustainability_audit,LuxDesign,v3.0,ok,9598,8819,2025-09-14 06:42:30,1
step_3129,374,1664,1,23,designer_collection,GlobalFactory,v2.0,ok,10627,5151,2025-10-17 05:50:53,0
step_3130,469,959,0,22,production_forecast,TrendyRetail,v1.0,breach,15606,9650,2025-09-22 12:36:17,0
step_3131,487,232,0,14,designer_collection,TrendyRetail,v1.0,ok,14293,9108,2025-10-14 20:34:55,0
step_3132,148,642,1,0,designer_collection,LuxDesign,v3.0,ok,13495,12242,2025-10-13 05:52:23,0
step_3133,1423,106,1,46,production_forecast,EcoWear,v1.0,ok,12767,10964,2025-09-17 20:58:38,0
step_3134,514,87,0,15,retail_storefront,EcoWear,v1.0,ok,12742,7586,2025-09-30 13:42:23,1
step_3135,681,712,1,0,designer_collection,EcoWear,v1.0,ok,13483,9304,2025-09-03 20:59:42,0
step_3136,973,1333,0,0,retail_storefront,EcoWear,v2.0,ok,9617,8042,2025-09-26 13:09:44,0
step_3137,244,48,1,0,designer_collection,TrendyRetail,v2.0,ok,13780,10868,2025-09-02 22:49:29,0
step_3138,696,78,0,7,designer_collection,GlobalFactory,v1.0,watch,13760,9840,2025-09-27 06:45:05,0
step_3139,414,583,0,27,designer_collection,TrendyRetail,v2.0,ok,9318,6582,2025-10-17 22:07:37,1
step_3140,904,172,2,49,production_forecast,LuxDesign,v1.0,watch,16281,14355,2025-09-23 00:37:40,0
step_3141,112,662,2,5,retail_storefront,TrendyRetail,v1.0,ok,8772,5933,2025-09-16 08:47:04,0
step_3142,466,169,0,37,designer_collection,LuxDesign,v1.0,ok,15701,8605,2025-10-05 01:27:50,0
step_3143,327,86,1,45,production_forecast,AcmeFashion,v1.0,ok,10646,7701,2025-09-22 01:12:48,0
step_3144,676,552,0,12,retail_storefront,TrendyRetail,v2.0,ok,12317,9073,2025-09-02 20:20:28,0
step_3145,694,1387,0,4,designer_collection,GlobalFactory,v2.0,ok,12129,8333,2025-09-17 12:02:16,0
step_3146,304,808,0,19,designer_collection,GlobalFactory,v2.0,ok,8536,4100,2025-09-14 00:34:25,0
step_3147,303,1195,0,44,designer_collection,EcoWear,v2.0,at_risk,14566,10768,2025-09-07 06:18:56,0
step_3148,462,216,2,0,designer_collection,LuxDesign,v1.0,at_risk,15536,9418,2025-10-08 07:26:04,0
step_3149,266,1519,0,18,retail_storefront,AcmeFashion,v2.0,watch,9985,6991,2025-10-01 09:56:36,0
step_3150,901,331,1,35,retail_storefront,LuxDesign,v2.0,watch,11715,7489,2025-10-18 09:14:11,0
step_3151,386,1339,1,26,retail_storefront,LuxDesign,v2.0,ok,8614,7530,2025-10-02 10:52:19,0
step_3152,100,445,1,19,designer_collection,LuxDesign,v3.0,ok,12151,6165,2025-09-03 10:07:59,0
step_3153,384,218,0,23,designer_collection,GlobalFactory,v3.0,at_risk,14661,8520,2025-10-17 12:00:45,0
step_3154,241,211,0,27,retail_storefront,TrendyRetail,v1.0,watch,10764,7636,2025-09-06 10:06:59,0
step_3155,159,586,0,31,sustainability_audit,AcmeFashion,v2.0,at_risk,11023,7723,2025-09-13 11:13:08,0
step_3156,210,57,3,10,production_forecast,GlobalFactory,v1.0,ok,13259,8931,2025-09-07 14:07:49,0
step_3157,539,1862,1,20,designer_collection,AcmeFashion,v2.0,ok,16049,11751,2025-09-01 15:30:26,0
step_3158,1267,221,1,5,designer_collection,LuxDesign,v2.0,ok,14715,10578,2025-09-25 18:21:21,0
step_3159,622,286,0,49,retail_storefront,TrendyRetail,v3.0,ok,10663,8805,2025-09-07 07:00:08,0
step_3160,327,185,2,0,designer_collection,AcmeFashion,v2.0,ok,11964,8608,2025-10-05 06:21:02,0
step_3161,687,2,0,0,designer_collection,LuxDesign,v2.0,ok,12460,11339,2025-09-22 00:45:44,0
step_3162,362,825,2,5,production_forecast,AcmeFashion,v2.0,ok,8175,4093,2025-09-25 12:49:51,0
step_3163,307,625,1,46,designer_collection,LuxDesign,v2.0,at_risk,12643,11272,2025-09-20 15:11:05,0
step_3164,222,1161,0,29,designer_collection,AcmeFashion,v1.0,ok,9252,6518,2025-09-07 06:31:58,0
step_3165,146,29,0,16,designer_collection,EcoWear,v1.0,at_risk,11102,5037,2025-10-12 00:42:02,0
step_3166,380,1848,1,46,sustainability_audit,EcoWear,v2.0,ok,11500,4428,2025-10-12 14:09:44,1
