id,task,tenant,status,mode,budget_json,policy_json,started_at,ended_at,cost_cents,latency_ms,reward
run_110,personalized_outfit,tenant_c,failed,fast,"{""max_latency_ms"": 1702, ""max_cost_cents"": 10}","{""eco_min_score"": 0.4, ""culture_check"": false}",2025-09-28 11:02:07.745919,2025-09-28 11:13:21.745919,7.29,2284,0.25
run_111,dynamic_pricing,tenant_c,failed,thorough,"{""max_latency_ms"": 1725, ""max_cost_cents"": 7}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-27 11:02:07.745919,2025-09-27 11:28:40.745919,6.66,2071,0.4
run_112,design_recommendation,tenant_c,succeeded,fast,"{""max_latency_ms"": 1936, ""max_cost_cents"": 15}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-26 11:02:07.745919,2025-09-26 11:06:13.745919,7.87,1335,0.06
run_113,dynamic_pricing,tenant_c,succeeded,thorough,"{""max_latency_ms"": 1555, ""max_cost_cents"": 9}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-24 11:02:07.745919,2025-09-24 11:33:04.745919,1.97,1834,0.55
run_114,dynamic_pricing,tenant_c,succeeded,thorough,"{""max_latency_ms"": 2079, ""max_cost_cents"": 14}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-04 11:02:07.745919,2025-09-04 11:18:30.745919,6.48,1301,0.53
run_115,personalized_outfit,tenant_c,failed,thorough,"{""max_latency_ms"": 2685, ""max_cost_cents"": 13}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-12 11:02:07.745919,2025-09-12 11:10:02.745919,9.97,1206,0.07
run_116,personalized_outfit,tenant_d,failed,thorough,"{""max_latency_ms"": 2543, ""max_cost_cents"": 13}","{""eco_min_score"": 0.4, ""culture_check"": false}",2025-09-08 11:02:07.745919,2025-09-08 11:11:38.745919,9.77,2229,0.07
run_117,design_recommendation,tenant_a,succeeded,fast,"{""max_latency_ms"": 1710, ""max_cost_cents"": 6}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-10 11:02:07.745919,2025-09-10 11:14:10.745919,3.81,1760,0.52
run_118,dynamic_pricing,tenant_c,failed,fast,"{""max_latency_ms"": 1657, ""max_cost_cents"": 7}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-27 11:02:07.745919,2025-09-27 11:17:08.745919,3.15,1997,0.4
run_119,personalized_outfit,tenant_d,failed,thorough,"{""max_latency_ms"": 2112, ""max_cost_cents"": 14}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-04 11:02:07.745919,2025-09-04 11:10:24.745919,6.86,1196,0.4
run_120,personalized_outfit,tenant_b,succeeded,thorough,"{""max_latency_ms"": 2360, ""max_cost_cents"": 11}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-15 11:02:07.746922,2025-09-15 11:28:14.746922,5.78,1986,0.36
run_121,personalized_outfit,tenant_d,succeeded,fast,"{""max_latency_ms"": 2204, ""max_cost_cents"": 13}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-30 11:02:07.746922,2025-09-30 11:09:01.746922,2.95,1070,0.61
run_122,design_recommendation,tenant_b,succeeded,thorough,"{""max_latency_ms"": 1924, ""max_cost_cents"": 10}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-10-01 11:02:07.746922,2025-10-01 11:23:09.746922,8.56,1130,0.34
run_123,dynamic_pricing,tenant_a,succeeded,fast,"{""max_latency_ms"": 2176, ""max_cost_cents"": 10}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-17 11:02:07.746922,2025-09-17 11:11:21.746922,9.94,1911,0.09
run_124,dynamic_pricing,tenant_d,failed,thorough,"{""max_latency_ms"": 1471, ""max_cost_cents"": 15}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-13 11:02:07.746922,2025-09-13 11:14:07.746922,2.54,2255,0.38
run_125,personalized_outfit,tenant_b,failed,thorough,"{""max_latency_ms"": 2315, ""max_cost_cents"": 5}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-12 11:02:07.746922,2025-09-12 11:06:55.746922,2.8,1297,0.4
run_126,personalized_outfit,tenant_b,succeeded,thorough,"{""max_latency_ms"": 1326, ""max_cost_cents"": 9}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-16 11:02:07.746922,2025-09-16 11:22:27.746922,9.54,685,0.17
run_127,dynamic_pricing,tenant_c,failed,thorough,"{""max_latency_ms"": 1311, ""max_cost_cents"": 7}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-22 11:02:07.746922,2025-09-22 11:04:56.746922,7.78,701,0.39
run_128,dynamic_pricing,tenant_b,succeeded,fast,"{""max_latency_ms"": 1713, ""max_cost_cents"": 7}","{""eco_min_score"": 0.4, ""culture_check"": false}",2025-09-25 11:02:07.746922,2025-09-25 11:31:17.746922,2.45,1133,0.4
run_129,design_recommendation,tenant_a,failed,fast,"{""max_latency_ms"": 1594, ""max_cost_cents"": 15}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-17 11:02:07.746922,2025-09-17 11:17:05.746922,1.59,732,0.4
run_130,dynamic_pricing,tenant_c,failed,thorough,"{""max_latency_ms"": 2794, ""max_cost_cents"": 14}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-17 11:02:07.746922,2025-09-17 11:14:24.746922,3.9,1419,0.35
run_131,personalized_outfit,tenant_b,succeeded,fast,"{""max_latency_ms"": 2300, ""max_cost_cents"": 8}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-05 11:02:07.746922,2025-09-05 11:15:50.746922,3.34,1924,0.25
run_132,dynamic_pricing,tenant_c,succeeded,fast,"{""max_latency_ms"": 1463, ""max_cost_cents"": 8}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-27 11:02:07.746922,2025-09-27 11:09:45.746922,1.44,931,0.61
run_133,design_recommendation,tenant_d,failed,thorough,"{""max_latency_ms"": 2594, ""max_cost_cents"": 8}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-06 11:02:07.746922,2025-09-06 11:25:00.746922,5.06,1110,0.4
run_134,design_recommendation,tenant_d,failed,fast,"{""max_latency_ms"": 1019, ""max_cost_cents"": 5}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-07 11:02:07.747918,2025-09-07 11:17:11.747918,3.79,1467,0.4
run_135,personalized_outfit,tenant_b,failed,thorough,"{""max_latency_ms"": 2522, ""max_cost_cents"": 8}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-12 11:02:07.747918,2025-09-12 11:22:00.747918,7.8,827,0.4
run_136,dynamic_pricing,tenant_c,failed,thorough,"{""max_latency_ms"": 2044, ""max_cost_cents"": 13}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-29 11:02:07.747918,2025-09-29 11:06:30.747918,5.92,2104,0.4
run_137,dynamic_pricing,tenant_a,succeeded,thorough,"{""max_latency_ms"": 1810, ""max_cost_cents"": 8}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-16 11:02:07.747918,2025-09-16 11:21:27.747918,3.6,980,0.83
run_138,design_recommendation,tenant_c,failed,thorough,"{""max_latency_ms"": 2088, ""max_cost_cents"": 13}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-20 11:02:07.747918,2025-09-20 11:30:38.747918,4.71,914,0.4
run_139,design_recommendation,tenant_c,succeeded,fast,"{""max_latency_ms"": 2433, ""max_cost_cents"": 9}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-10-01 11:02:07.747918,2025-10-01 11:27:50.747918,2.68,1877,0.56
run_140,design_recommendation,tenant_c,failed,fast,"{""max_latency_ms"": 1142, ""max_cost_cents"": 14}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-11 11:02:07.747918,2025-09-11 11:13:35.747918,3.07,1828,0.36
run_141,design_recommendation,tenant_d,failed,fast,"{""max_latency_ms"": 2603, ""max_cost_cents"": 10}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-18 11:02:07.747918,2025-09-18 11:04:31.747918,3.73,2199,0.4
run_142,dynamic_pricing,tenant_b,failed,fast,"{""max_latency_ms"": 2737, ""max_cost_cents"": 8}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-05 11:02:07.747918,2025-09-05 11:27:34.747918,5.78,1348,0.12
run_143,dynamic_pricing,tenant_b,failed,fast,"{""max_latency_ms"": 1408, ""max_cost_cents"": 6}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-24 11:02:07.747918,2025-09-24 11:24:15.747918,8.36,1747,0.4
run_144,dynamic_pricing,tenant_c,succeeded,fast,"{""max_latency_ms"": 1230, ""max_cost_cents"": 7}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-14 11:02:07.747918,2025-09-14 11:04:22.747918,7.66,2415,0.14
run_145,dynamic_pricing,tenant_b,failed,fast,"{""max_latency_ms"": 2382, ""max_cost_cents"": 9}","{""eco_min_score"": 0.4, ""culture_check"": false}",2025-09-05 11:02:07.747918,2025-09-05 11:34:16.747918,1.14,2279,0.4
run_146,design_recommendation,tenant_d,failed,thorough,"{""max_latency_ms"": 2120, ""max_cost_cents"": 14}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-22 11:02:07.747918,2025-09-22 11:21:51.747918,2.18,1388,0.34
run_147,design_recommendation,tenant_d,failed,thorough,"{""max_latency_ms"": 1712, ""max_cost_cents"": 14}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-03 11:02:07.747918,2025-09-03 11:26:27.747918,5.39,2211,0.4
run_148,dynamic_pricing,tenant_c,succeeded,thorough,"{""max_latency_ms"": 2546, ""max_cost_cents"": 15}","{""eco_min_score"": 0.4, ""culture_check"": false}",2025-09-13 11:02:07.748918,2025-09-13 11:10:50.748918,5.93,502,0.4
run_149,personalized_outfit,tenant_d,failed,fast,"{""max_latency_ms"": 1376, ""max_cost_cents"": 9}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-02 11:02:07.748918,2025-09-02 11:22:45.748918,4.46,1583,0.4
run_150,dynamic_pricing,tenant_d,succeeded,thorough,"{""max_latency_ms"": 1203, ""max_cost_cents"": 9}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-04 11:02:07.748918,2025-09-04 11:35:22.748918,7.69,900,0.15
run_151,design_recommendation,tenant_a,failed,fast,"{""max_latency_ms"": 2657, ""max_cost_cents"": 5}","{""eco_min_score"": 0.4, ""culture_check"": false}",2025-09-15 11:02:07.748918,2025-09-15 11:09:34.748918,2.9,1318,0.4
run_152,dynamic_pricing,tenant_d,failed,thorough,"{""max_latency_ms"": 2363, ""max_cost_cents"": 6}","{""eco_min_score"": 0.4, ""culture_check"": false}",2025-09-10 11:02:07.748918,2025-09-10 11:04:53.748918,5.43,962,0.28
run_153,personalized_outfit,tenant_d,succeeded,thorough,"{""max_latency_ms"": 2468, ""max_cost_cents"": 14}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-23 11:02:07.748918,2025-09-23 11:27:47.748918,4.13,720,0.62
run_154,design_recommendation,tenant_d,succeeded,thorough,"{""max_latency_ms"": 1876, ""max_cost_cents"": 6}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-22 11:02:07.748918,2025-09-22 11:23:38.748918,4.96,1733,0.46
run_155,dynamic_pricing,tenant_b,failed,fast,"{""max_latency_ms"": 2533, ""max_cost_cents"": 13}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-02 11:02:07.749389,2025-09-02 11:24:20.749389,4.36,2218,0.15
run_156,personalized_outfit,tenant_a,succeeded,thorough,"{""max_latency_ms"": 1488, ""max_cost_cents"": 9}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-22 11:02:07.749389,2025-09-22 11:34:27.749389,8.31,1880,0.26
run_157,design_recommendation,tenant_d,succeeded,thorough,"{""max_latency_ms"": 1740, ""max_cost_cents"": 14}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-10-01 11:02:07.749389,2025-10-01 11:18:02.749389,9.63,1862,0.0
run_158,design_recommendation,tenant_a,failed,thorough,"{""max_latency_ms"": 2023, ""max_cost_cents"": 5}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-05 11:02:07.749389,2025-09-05 11:25:11.749389,8.1,1931,0.3
run_159,personalized_outfit,tenant_c,succeeded,fast,"{""max_latency_ms"": 2972, ""max_cost_cents"": 12}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-30 11:02:07.749389,2025-09-30 11:11:58.749389,2.65,1689,0.38
run_160,personalized_outfit,tenant_a,failed,fast,"{""max_latency_ms"": 1664, ""max_cost_cents"": 12}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-27 11:02:07.749389,2025-09-27 11:04:29.749389,8.74,1308,0.35
run_161,dynamic_pricing,tenant_c,succeeded,thorough,"{""max_latency_ms"": 2060, ""max_cost_cents"": 8}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-12 11:02:07.749389,2025-09-12 11:27:22.749389,7.78,2382,0.01
run_162,design_recommendation,tenant_c,succeeded,fast,"{""max_latency_ms"": 1187, ""max_cost_cents"": 10}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-18 11:02:07.749906,2025-09-18 11:15:57.749906,6.44,933,0.22
run_163,design_recommendation,tenant_a,succeeded,fast,"{""max_latency_ms"": 1880, ""max_cost_cents"": 12}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-17 11:02:07.750008,2025-09-17 11:06:44.750008,2.97,1483,0.55
run_164,dynamic_pricing,tenant_a,succeeded,thorough,"{""max_latency_ms"": 2989, ""max_cost_cents"": 7}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-11 11:02:07.750008,2025-09-11 11:34:52.750008,8.0,808,0.3
run_165,personalized_outfit,tenant_a,failed,thorough,"{""max_latency_ms"": 2899, ""max_cost_cents"": 7}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-20 11:02:07.750008,2025-09-20 11:09:46.750008,9.71,2290,0.21
run_166,design_recommendation,tenant_b,succeeded,fast,"{""max_latency_ms"": 2406, ""max_cost_cents"": 13}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-14 11:02:07.750008,2025-09-14 11:07:54.750008,6.41,2481,0.21
run_167,design_recommendation,tenant_c,succeeded,thorough,"{""max_latency_ms"": 1518, ""max_cost_cents"": 13}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-16 11:02:07.750008,2025-09-16 11:31:41.750008,5.12,1385,0.28
run_168,design_recommendation,tenant_d,succeeded,fast,"{""max_latency_ms"": 1594, ""max_cost_cents"": 14}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-25 11:02:07.750008,2025-09-25 11:23:59.750008,8.1,1444,0.16
run_169,dynamic_pricing,tenant_a,succeeded,fast,"{""max_latency_ms"": 1082, ""max_cost_cents"": 6}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-24 11:02:07.750008,2025-09-24 11:23:27.750008,4.62,1978,0.18
run_170,dynamic_pricing,tenant_a,succeeded,fast,"{""max_latency_ms"": 2062, ""max_cost_cents"": 11}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-06 11:02:07.750008,2025-09-06 11:27:15.750008,5.19,2248,0.43
run_171,personalized_outfit,tenant_b,succeeded,fast,"{""max_latency_ms"": 1081, ""max_cost_cents"": 10}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-13 11:02:07.750008,2025-09-13 11:18:11.750008,6.06,578,0.49
run_172,dynamic_pricing,tenant_d,succeeded,fast,"{""max_latency_ms"": 2270, ""max_cost_cents"": 14}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-06 11:02:07.750008,2025-09-06 11:21:39.750008,2.84,547,0.79
run_173,personalized_outfit,tenant_d,failed,thorough,"{""max_latency_ms"": 2924, ""max_cost_cents"": 15}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-24 11:02:07.750008,2025-09-24 11:16:21.750008,8.32,2454,0.0
run_174,design_recommendation,tenant_a,failed,fast,"{""max_latency_ms"": 1378, ""max_cost_cents"": 12}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-05 11:02:07.750008,2025-09-05 11:20:30.750008,1.99,899,0.4
run_175,personalized_outfit,tenant_b,succeeded,fast,"{""max_latency_ms"": 1455, ""max_cost_cents"": 9}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-07 11:02:07.750008,2025-09-07 11:17:07.750008,9.7,551,0.64
run_176,dynamic_pricing,tenant_b,failed,fast,"{""max_latency_ms"": 2548, ""max_cost_cents"": 11}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-25 11:02:07.750926,2025-09-25 11:06:39.750926,9.49,2289,0.0
run_177,dynamic_pricing,tenant_a,failed,thorough,"{""max_latency_ms"": 1426, ""max_cost_cents"": 12}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-20 11:02:07.750926,2025-09-20 11:29:05.750926,6.82,1601,0.01
run_178,dynamic_pricing,tenant_c,succeeded,thorough,"{""max_latency_ms"": 1079, ""max_cost_cents"": 14}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-12 11:02:07.750926,2025-09-12 11:26:38.750926,4.41,1473,0.73
run_179,design_recommendation,tenant_d,succeeded,thorough,"{""max_latency_ms"": 2876, ""max_cost_cents"": 12}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-21 11:02:07.750926,2025-09-21 11:09:05.750926,2.49,615,0.73
run_180,personalized_outfit,tenant_b,succeeded,fast,"{""max_latency_ms"": 1332, ""max_cost_cents"": 11}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-09 11:02:07.750926,2025-09-09 11:20:21.750926,3.58,1217,0.56
run_181,dynamic_pricing,tenant_a,failed,fast,"{""max_latency_ms"": 2676, ""max_cost_cents"": 9}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-25 11:02:07.750926,2025-09-25 11:28:11.750926,8.42,2112,0.26
run_182,design_recommendation,tenant_c,failed,thorough,"{""max_latency_ms"": 2581, ""max_cost_cents"": 12}","{""eco_min_score"": 0.4, ""culture_check"": false}",2025-09-23 11:02:07.750926,2025-09-23 11:08:47.750926,5.59,2481,0.0
run_183,personalized_outfit,tenant_b,failed,fast,"{""max_latency_ms"": 1062, ""max_cost_cents"": 14}","{""eco_min_score"": 0.4, ""culture_check"": false}",2025-09-30 11:02:07.750926,2025-09-30 11:13:29.750926,8.61,1815,0.25
run_184,design_recommendation,tenant_c,succeeded,fast,"{""max_latency_ms"": 1394, ""max_cost_cents"": 6}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-08 11:02:07.750926,2025-09-08 11:05:53.750926,4.46,2175,0.44
run_185,personalized_outfit,tenant_b,succeeded,fast,"{""max_latency_ms"": 2945, ""max_cost_cents"": 8}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-06 11:02:07.750926,2025-09-06 11:09:21.750926,5.12,2051,0.46
run_186,personalized_outfit,tenant_b,failed,fast,"{""max_latency_ms"": 2333, ""max_cost_cents"": 8}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-12 11:02:07.750926,2025-09-12 11:23:56.750926,1.59,1048,0.4
run_187,dynamic_pricing,tenant_c,succeeded,fast,"{""max_latency_ms"": 1611, ""max_cost_cents"": 8}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-17 11:02:07.750926,2025-09-17 11:18:41.750926,5.87,1963,0.49
run_188,personalized_outfit,tenant_c,failed,thorough,"{""max_latency_ms"": 2273, ""max_cost_cents"": 10}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-07 11:02:07.750926,2025-09-07 11:11:29.750926,9.71,1612,0.29
run_189,dynamic_pricing,tenant_d,failed,thorough,"{""max_latency_ms"": 1413, ""max_cost_cents"": 8}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-22 11:02:07.750926,2025-09-22 11:07:34.750926,10.0,1848,0.0
run_190,design_recommendation,tenant_d,failed,fast,"{""max_latency_ms"": 1076, ""max_cost_cents"": 15}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-24 11:02:07.750926,2025-09-24 11:08:09.750926,1.41,608,0.4
run_191,dynamic_pricing,tenant_d,succeeded,thorough,"{""max_latency_ms"": 2091, ""max_cost_cents"": 10}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-22 11:02:07.751982,2025-09-22 11:22:03.751982,8.32,1842,0.0
run_192,design_recommendation,tenant_b,succeeded,thorough,"{""max_latency_ms"": 1986, ""max_cost_cents"": 5}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-30 11:02:07.751982,2025-09-30 11:22:51.751982,6.47,1146,0.13
run_193,dynamic_pricing,tenant_d,succeeded,fast,"{""max_latency_ms"": 1400, ""max_cost_cents"": 5}","{""eco_min_score"": 0.4, ""culture_check"": false}",2025-09-27 11:02:07.751982,2025-09-27 11:33:31.751982,7.26,651,0.36
run_194,personalized_outfit,tenant_a,succeeded,fast,"{""max_latency_ms"": 2025, ""max_cost_cents"": 10}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-19 11:02:07.751982,2025-09-19 11:26:57.751982,5.35,1338,0.23
run_195,design_recommendation,tenant_a,failed,fast,"{""max_latency_ms"": 2612, ""max_cost_cents"": 5}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-02 11:02:07.751982,2025-09-02 11:29:15.751982,2.45,1635,0.4
run_196,personalized_outfit,tenant_b,failed,thorough,"{""max_latency_ms"": 2173, ""max_cost_cents"": 11}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-27 11:02:07.751982,2025-09-27 11:10:49.751982,4.65,1541,0.29
run_197,design_recommendation,tenant_a,failed,thorough,"{""max_latency_ms"": 2030, ""max_cost_cents"": 9}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-27 11:02:07.751982,2025-09-27 11:21:36.751982,9.27,2250,0.0
run_198,personalized_outfit,tenant_d,failed,thorough,"{""max_latency_ms"": 1384, ""max_cost_cents"": 8}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-29 11:02:07.751982,2025-09-29 11:13:53.751982,4.94,1402,0.24
run_199,personalized_outfit,tenant_d,failed,thorough,"{""max_latency_ms"": 2164, ""max_cost_cents"": 12}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-03 11:02:07.751982,2025-09-03 11:24:37.751982,3.42,873,0.4
run_200,design_recommendation,tenant_c,failed,thorough,"{""max_latency_ms"": 2093, ""max_cost_cents"": 12}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-25 11:02:07.751982,2025-09-25 11:08:55.751982,6.84,1256,0.4
run_201,design_recommendation,tenant_d,succeeded,fast,"{""max_latency_ms"": 1773, ""max_cost_cents"": 13}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-12 11:02:07.751982,2025-09-12 11:06:13.751982,9.64,1626,0.19
run_202,dynamic_pricing,tenant_d,succeeded,fast,"{""max_latency_ms"": 2994, ""max_cost_cents"": 7}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-28 11:02:07.751982,2025-09-28 11:35:10.751982,8.8,2331,0.0
run_203,personalized_outfit,tenant_c,succeeded,fast,"{""max_latency_ms"": 1397, ""max_cost_cents"": 5}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-04 11:02:07.751982,2025-09-04 11:19:14.751982,7.75,646,0.49
run_204,personalized_outfit,tenant_b,failed,fast,"{""max_latency_ms"": 2614, ""max_cost_cents"": 12}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-29 11:02:07.751982,2025-09-29 11:09:13.751982,4.97,1504,0.4
run_205,design_recommendation,tenant_d,failed,thorough,"{""max_latency_ms"": 2280, ""max_cost_cents"": 10}","{""eco_min_score"": 0.4, ""culture_check"": false}",2025-09-24 11:02:07.752930,2025-09-24 11:29:52.752930,2.69,1225,0.4
run_206,design_recommendation,tenant_b,failed,thorough,"{""max_latency_ms"": 2185, ""max_cost_cents"": 12}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-10 11:02:07.752930,2025-09-10 11:18:06.752930,7.07,1492,0.3
run_207,design_recommendation,tenant_a,succeeded,fast,"{""max_latency_ms"": 2303, ""max_cost_cents"": 7}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-28 11:02:07.752930,2025-09-28 11:16:08.752930,8.78,2081,0.18
run_208,dynamic_pricing,tenant_c,succeeded,thorough,"{""max_latency_ms"": 1914, ""max_cost_cents"": 12}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-23 11:02:07.752930,2025-09-23 11:24:57.752930,6.71,1943,0.46
run_209,dynamic_pricing,tenant_c,succeeded,fast,"{""max_latency_ms"": 2292, ""max_cost_cents"": 11}","{""eco_min_score"": 0.4, ""culture_check"": false}",2025-09-27 11:02:07.752930,2025-09-27 11:19:35.752930,1.36,794,0.4
run_210,dynamic_pricing,tenant_c,failed,thorough,"{""max_latency_ms"": 2759, ""max_cost_cents"": 10}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-29 11:02:07.752930,2025-09-29 11:23:55.752930,3.91,1086,0.4
run_211,dynamic_pricing,tenant_c,succeeded,fast,"{""max_latency_ms"": 2570, ""max_cost_cents"": 14}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-10-01 11:02:07.752930,2025-10-01 11:14:30.752930,3.1,1228,0.76
run_212,personalized_outfit,tenant_a,succeeded,thorough,"{""max_latency_ms"": 2892, ""max_cost_cents"": 8}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-16 11:02:07.752930,2025-09-16 11:34:40.752930,7.18,1209,0.3
run_213,personalized_outfit,tenant_c,succeeded,fast,"{""max_latency_ms"": 1207, ""max_cost_cents"": 6}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-06 11:02:07.752930,2025-09-06 11:27:29.752930,5.17,598,0.72
run_214,dynamic_pricing,tenant_a,failed,thorough,"{""max_latency_ms"": 2484, ""max_cost_cents"": 10}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-05 11:02:07.752930,2025-09-05 11:04:05.752930,2.52,1856,0.38
run_215,personalized_outfit,tenant_d,succeeded,thorough,"{""max_latency_ms"": 1728, ""max_cost_cents"": 14}","{""eco_min_score"": 0.4, ""culture_check"": false}",2025-09-16 11:02:07.752930,2025-09-16 11:08:26.752930,3.79,1520,0.09
run_216,dynamic_pricing,tenant_b,failed,fast,"{""max_latency_ms"": 2127, ""max_cost_cents"": 7}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-28 11:02:07.753934,2025-09-28 11:11:31.753934,6.27,2184,0.0
run_217,dynamic_pricing,tenant_b,failed,fast,"{""max_latency_ms"": 1877, ""max_cost_cents"": 9}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-05 11:02:07.753934,2025-09-05 11:27:30.753934,9.53,2045,0.32
run_218,personalized_outfit,tenant_a,succeeded,thorough,"{""max_latency_ms"": 2389, ""max_cost_cents"": 15}","{""eco_min_score"": 0.4, ""culture_check"": false}",2025-09-03 11:02:07.753934,2025-09-03 11:19:58.753934,7.37,2064,0.1
run_219,personalized_outfit,tenant_d,succeeded,thorough,"{""max_latency_ms"": 2578, ""max_cost_cents"": 14}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-16 11:02:07.753934,2025-09-16 11:26:28.753934,2.34,1392,0.48
run_220,personalized_outfit,tenant_d,failed,fast,"{""max_latency_ms"": 1860, ""max_cost_cents"": 14}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-22 11:02:07.753934,2025-09-22 11:09:31.753934,5.16,1441,0.27
